label	message
ham	hi mate its rv did u hav a nice hol just a message say hello coz havent sent u in ages started driving so stay off roadsrvx
spam	our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists
ham	going for dinnermsg you after
ham	so what about you what do you remember
ham	olol i printed out a forum post by a guy with the exact same prob which was fixed with a gpu replacement hopefully they dont ignore that
ham	i cant describe how lucky you are that im actually awake by noon
ham	darren was saying dat if u meeting da ge den we dun meet dinner cos later u leave xy will feel awkward den u meet him lunch lor
ham	thk shld b can ya i wana go lessons haha can go for one whole stretch
ham	don knowwait i will check it
ham	omg if its not one thing its another my cat has worms when does this bad day end
spam	p alfie moons children in need song on ur mob tell ur ms txt tone charity to for nokias or poly charity for polys zed profit charity
ham	lol i really need to remember to eat when im drinking but i do appreciate you keeping me company that night babe smiles
ham	give me a sec to think think about it
ham	have good weekend
ham	i only haf msn its yijuehotmailcom
ham	speaking of does he have any cash yet
ham	kent vale lor wait me there ar
ham	its cool but tyler had to take off so were gonna buy for him and drop it off at his place later tonight our total order is a quarter you got enough
ham	dunno lei i might b eatin wif my frens if wan to eat then i wait lar
ham	its ok i wun b angry msg u aft i come home tonight
ham	bring tat cd don forget
ham	whatsup there dont u want to sleep
ham	finish liao u
spam	youve won tkts to the euro cup final or cash to collect call b pobox ppm
ham	your daily text from me a favour this time
ham	tell rob to mack his gf in the theater
ham	i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz
ham	brainless baby dolld vehicle sariyag drive madoke barolla
ham	i want to grasp your pretty booty
ham	height of confidence all the aeronautics professors wer calld amp they wer askd sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only didnt move he saidif it is made by my studentsthis wont even start datz confidence
spam	money i have won wining number wot do i do next
ham	hi did u decide wot get his bday if not ill prob jus get him a voucher frm virgin or sumfing
ham	happy birthday may all ur dreams come true
ham	piss is talking is someone that realise u that point this at is itnow read it backwards
ham	two teams waiting for some players
ham	or go buy wif him then i meet later can
ham	boo babe u enjoyin yourjob u seemed b gettin on well hunnyhope ure oktake care illspeak u soonlots of loveme xxxx
ham	cab is availablethey pick up and drop at door steps
ham	hey chief can you give me a bell when you get this need to talk to you about this royal visit on the st june
ham	nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan meet them xy ask me bring u along our next meeting
spam	thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services from colourredtextcolourtxtstar
ham	please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody
spam	sms ac sun posts helloyou seem cool wanted to say hi hi stop send stop to
ham	im in a meeting call me later at
ham	thnx dude u guys out nite
ham	i want to see your pretty pussy
spam	congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute btnationalrate
ham	just normal only here
ham	si think he is waste for rr
spam	urgent your mobile no was awarded a bonus caller prize on this is our nd attempt to contact you call boxqu bt national rate
ham	you call him now ok i said call him
ham	are you up for the challenge i know i am
ham	just do what ever is easier for you
ham	are you driving or training
ham	for real when u getting on yo i only need more tickets and one more jacket and im done i already used all my multis
spam	rock yr chik get s of filthy films xxx pics on yr phone now rply filth to saristar ltd e yt p per days stop cancel
ham	oh sorry please its over
ham	ssindia going to draw the series after many years in south african soil
spam	hmv bonus special pounds of genuine hmv vouchers to be won just answer easy questions play now send hmv to more infowwwpercentrealcom
ham	every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni
ham	goodmorning today i am late for hr
ham	was actually about to send you a reminder today have a wonderful weekend
ham	its a part of checking iq
ham	yes just finished watching days of our lives i love it
spam	youll not rcv any more msgs from the chat svc for free hardcore services text go to if u get nothing u must age verify with yr network try again
ham	u horrible gal u knew dat i was going out wif him yest n u still come n ask me
ham	lmao take a pic and send it to me
ham	al he does is moan at me if n e thin goes wrong its my faultal de arguments r my faultfed up of him of himso y bother hav go thanxxx
ham	your account has been refilled successfully by inr ltdecimalgt your keralacircle prepaid account balance is rs ltdecimalgt your transaction id is kr ltgt
ham	beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night
ham	i tot u reach liao he said tshirt
ham	you please give us connection today itself before ltdecimalgt or refund the bill
ham	dunno lei i thk mum lazy to go out i neva ask her yet
ham	cos darren say considering mah so i ask
